,יום מכירה,כתובת,גוש חלקה - תת חלקה,סוג נכס,חדרים,קומה,"מ""ר",סכום,מגמת שינוי
220,03.01.2022,NaN,3629-324-193,דירה בבית קומות,6,תשע עשרה,173,"4,970,000",NaN
221,03.01.2022,הצבר 16,4243-440-2,קוטג' דו משפחתי,5,קרקע ראשונה ושניה,165.30,"3,740,000",NaN
222,03.01.2022,בוגלה יונה 1,4246-200-20,דירה בבית קומות,5,שלישית,116,"2,650,000",NaN
223,03.01.2022,NaN,3629-323-99,דירה בבית קומות,5,שביעית,127,"3,289,000",NaN
224,03.01.2022,NaN,3629-323-99,דירה בבית קומות,5,שביעית,127,"3,289,000",NaN
225,02.01.2022,הקוקיה 30,6287-154-8,דירה בבית קומות,5,שניה,125.25,"2,560,000",NaN
226,02.01.2022, ,6286-333-61,דירה בבית קומות,5,ראשונה,122,"2,840,000",NaN
227,02.01.2022,יעקובזון 8,3939-175-9,דירה בבית קומות,5,רביעית,124.47,"2,230,000",0% ב 1.5 שנים
228,22.06.2020,יעקובזון 8,3939-175-9,דירה בבית קומות,5,רביעית,124.47,"2,230,000",0% ב 1.5 שנים
229,30.12.2021,דוידזון 1,3939-290-17,דירה בבית קומות,5,ראשונה,135,"1,800,000",13% ב 4 שנים
230,12.11.2017,דוידזון 1,3939-290-17,דירה בבית קומות,5,ראשונה,135,"1,590,000",13% ב 4 שנים
231,29.12.2011,דוידזון 1,3939-290-17,דירה בבית קומות,5,ראשונה,135,"1,100,000",13% ב 4 שנים
232,30.12.2021,שעל 31,5435-201-1,קוטג' דו משפחתי,6,ראשונה,289,"1,630,000",NaN
233,30.12.2021,NaN,3946-491-37,דירה בבית קומות,5,אחת עשרה,121,"3,215,000",NaN
234,30.12.2021,כצנלסון 29,3945-595-14,דירה בבית קומות,5,שישית,132,"2,870,000",NaN
235,28.12.2021,החלמונית 26,5036-79-64,דירה בבית קומות,5,חמישית,117.82,"2,500,000",NaN
236,28.12.2021,בני חייל 33,5435-15-3,קוטג' דו משפחתי,6,ראשונה,221,"6,270,000",NaN
237,28.12.2021,ההדס 2,4242-515-1,קוטג' דו משפחתי,6,קרקע+ראשונה+שניה,170.49,"4,100,000",NaN
238,28.12.2021,עמנואלה בן יעקב 3,4247-602-16,דירה בבית קומות,5,ראשונה,109,"3,250,000",NaN
239,27.12.2021,אביעזר 5,6286-156-5,דירה בבית קומות,5,שניה,100.77,"1,845,000",195% ב 16.6 שנים
240,11.04.2005,אביעזר 5,6286-156-5,דירה בבית קומות,5,שניה,100.77,"624,000",195% ב 16.6 שנים
241,27.12.2021,פנינה ומשה 3,3939-308-3,דירה בבית קומות,5,ראשונה,106.37,"1,670,000",NaN
242,27.12.2021,"רמב""ם 13",3930-36-8,דירה בבית קומות,6,רביעית וחמישית,149.56,"2,470,000",NaN
243,26.12.2021,NaN,3629-322-221,דירה בבית קומות,6,עשרים ואחת,151,"4,330,000",NaN
244,24.12.2021,NaN,3629-323-102,דירה בבית קומות,5,שביעית,127,"3,156,000",NaN
245,24.12.2021, ,4246-288-12,דירה בבית קומות,5,עשרים ושש,123,"2,825,000",NaN
246,23.12.2021,NaN,4246-288-10,דירה בבית קומות,5,עשרים וחמש,123,"2,800,000",NaN
247,23.12.2021,NaN,3946-329-75,דירה בבית קומות,5,שבע עשרה,120,"3,179,000",NaN
248,23.12.2021,אבן חן 2,4746-32-47,דירה בבית קומות,6,שתים עשרה,122.38,"3,220,000",37% ב 6.5 שנים
249,04.05.2015,אבן חן 2,4746-32-47,דירה בבית קומות,6,שתים עשרה,122.38,"2,335,000",37% ב 6.5 שנים
250,11.06.2007,אבן חן 2,4746-32-47,דירה בבית קומות,6,שתים עשרה,122.38,"1,349,000",37% ב 6.5 שנים
251,22.12.2021,קרן היסוד 15,3928-271-24,דירה בבית קומות,5,חמישית,133,"2,480,000",NaN
252,22.12.2021,NaN,3925-737-82,דירה בבית קומות,5,שלישית,159,"3,434,000",NaN
253,21.12.2021,האפרסק 28,4243-443-2,קוטג' דו משפחתי,6,קרקע וראשונה,137.85,"3,450,000",NaN
254,21.12.2021,בלקינד שמשון 12,3937-30-10,דירה בבית קומות,5,שלישית ורביעית,123.73,"2,200,000",18% ב 2.5 שנים
255,06.05.2019,בלקינד שמשון 12,3937-30-10,דירה בבית קומות,5,שלישית ורביעית,123.73,"1,850,000",18% ב 2.5 שנים
256,20.12.2021,קשת 15,5436-176-3,קוטג' דו משפחתי,6,ראשונה,180,"4,650,000",NaN
257,20.12.2021,נירים 3,6286-392-22,דירה בבית קומות,6,שישית,134.60,"3,670,000",59% ב 8.9 שנים
258,27.01.2013,נירים 3,6286-392-22,דירה בבית קומות,6,שישית,134.60,"2,300,000",59% ב 8.9 שנים
259,20.12.2021,הקוקיה 32,6287-154-53,דירה בבית קומות,5,חמישית,125.25,"2,435,000",36% ב 7 שנים
260,12.11.2014,הקוקיה 32,6287-154-53,דירה בבית קומות,5,חמישית,125.25,"1,790,000",36% ב 7 שנים
261,20.12.2021,NaN,3629-323-89,דירה בבית קומות,5,רביעית,128,"3,047,000",NaN
262,20.12.2021,ברנשטיין 12,6287-266-1,קוטג' חד משפחתי,7,ראשונה,265,"4,100,000",NaN
263,20.12.2021,NaN,3925-737-81,דירה בבית קומות,6,שמינית,166,"3,850,000",NaN
264,19.12.2021,שוחט מניה 9,3926-706-18,דירה בבית קומות,5,רביעית,107,"2,020,000",NaN
265,19.12.2021,"רש""י 19",3930-158-9,דירה בבית קומות,5,חמישית,138,"3,200,000",NaN
266,17.12.2021,אהרון הכהן 2,4246-203-22,דירה בבית קומות,5,קומה ‎2‏,104.86,"2,330,000",NaN
267,17.12.2021,התזמורת 36,5183-41-45,דירה בבית קומות,6,שתים עשרה +שלוש עשרה,124.32,"3,660,000",32% ב 4.7 שנים
268,27.03.2017,התזמורת 36,5183-41-45,דירה בבית קומות,6,שתים עשרה +שלוש עשרה,124.32,"2,770,000",32% ב 4.7 שנים
269,20.10.2003,התזמורת 36,5183-41-45,דירה בבית קומות,6,שתים עשרה +שלוש עשרה,124.32,"1,421,000",32% ב 4.7 שנים
270,16.12.2021,NaN,3629-321-138,דירה בבית קומות,6,שמונה עשרה,177,"4,655,000",NaN
271,16.12.2021, ,4246-288-13,דירה בבית קומות,5,עשרים ושש,123,"2,850,000",NaN
272,16.12.2021,הכורמים 12,5039-23-48,דירה בבית קומות,5,שישית ושביעית,102,"2,990,000",NaN
273,16.12.2021,קדמת סיני 2,5385-90-2,קוטג' דו משפחתי,6,מרתף קרקע וראשונה,207,"5,300,000",NaN
274,16.12.2021,מורדי הגטאות 33,4242-380-16,דירה בבית קומות,5,שלישית,87,"1,480,000",196% ב 13.7 שנים
275,16.12.2021,NaN,3929-612-1,דירה בבית קומות,5,חמישית,120,"2,400,000",NaN
276,16.12.2021,קלישר 10,5116-45-8,דירה בבית קומות,5,שלישית+רביעית,112,"3,325,000",75% ב 9.6 שנים
277,24.04.2012,קלישר 10,5116-45-8,דירה בבית קומות,5,שלישית+רביעית,112,"1,900,000",75% ב 9.6 שנים
278,03.09.2006,קלישר 10,5116-45-8,דירה בבית קומות,5,שלישית+רביעית,112,"1,180,000",75% ב 9.6 שנים
279,16.12.2021,הקוקיה 30,6287-154-29,דירה בבית קומות,5,שמינית,125.25,"2,440,000",NaN
280,15.12.2021,מרבד הקסמים 1,4246-109-2,קוטג' דו משפחתי,5,ראשונה,212,"3,700,000",NaN
281,14.12.2021,שוחט מניה 9,3926-706-19,דירה בבית קומות,5,חמישית,125,"2,310,000",NaN
282,14.12.2021,החרצית 5,5036-34-47,דירה בבית קומות,5,שמינית + תשיעית,120,"2,660,000",NaN
283,13.12.2021,שיבת ציון 12,3937-41-22,דירה בבית קומות,5,ראשונה,129.94,"2,000,000",NaN
284,13.12.2021,פייס 14,3925-547-1,דירה בבית קומות,6,"קרקע,ראשונה ושניה",209,"3,480,000",NaN
285,13.12.2021,הפיקוס 3,4243-427-2,דירה בבית קומות,6,קרקע ראשונה ושניה,153.95,"3,750,000",NaN
286,13.12.2021,מזרחי משה 1,3930-445-6,דירה בבית קומות,5,שלישית,116.20,"2,000,000",NaN
287,13.12.2021,NaN,3946-329-68,דירה בבית קומות,5,חמישית,118,"2,969,000",NaN
288,12.12.2021,אהרון הכהן 2,4246-203-33,דירה בבית קומות,5,קומה ‎1‏,119.92,"2,650,000",NaN
289,12.12.2021,בשארי סעדיה ויוסף 8,7374-130-57,דירה בבית קומות,5,חמישית,122.69,"3,425,000",80% ב 11.8 שנים
290,16.02.2010,בשארי סעדיה ויוסף 8,7374-130-57,דירה בבית קומות,5,חמישית,122.69,"1,900,000",80% ב 11.8 שנים
291,12.12.2021,NaN,3925-737-80,דירה בבית קומות,5,תשיעית,180,"4,058,000",NaN
292,10.12.2021,דוד אלעזר 6,3930-278-1,דירה בבית קומות,6,ראשונה,178,"4,494,000",NaN
293,09.12.2021,הגאון מוילנה 6,3929-847-1,דירה בבית קומות,5,ראשונה,114.58,"1,440,000",74% ב 12 שנים
294,11.11.2009,הגאון מוילנה 6,3929-847-1,דירה בבית קומות,5,ראשונה,114.58,"1,250,000",74% ב 12 שנים
295,25.06.2008,הגאון מוילנה 6,3929-847-1,דירה בבית קומות,5,ראשונה,114.58,"900,000",74% ב 12 שנים
296,09.12.2021,NaN,3629-321-135,דירה בבית קומות,6,ארבע עשרה,147,"3,165,000",NaN
297,09.12.2021,אלקבץ 13,5114-41-2,דירה בבית קומות,5,ראשונה,109.92,"2,390,000",128% ב 19.5 שנים
298,03.05.2002,אלקבץ 13,5114-41-2,דירה בבית קומות,5,ראשונה,109.92,"1,044,000",128% ב 19.5 שנים
299,09.12.2021,בלקינד שמשון 19,3937-258-6,דירה בבית קומות,5,שלישית,113.13,"2,665,000",140% ב 14.2 שנים
300,06.09.2007,בלקינד שמשון 19,3937-258-6,דירה בבית קומות,5,שלישית,113.13,"1,110,000",140% ב 14.2 שנים
301,09.12.2021,השומר 12,3930-572-7,דירה בבית קומות,5,שלישית,120.10,"2,485,000",120% ב 13.9 שנים
302,31.01.2008,השומר 12,3930-572-7,דירה בבית קומות,5,שלישית,120.10,"1,125,000",120% ב 13.9 שנים
303,08.12.2021,בשארי סעדיה ויוסף 4,7374-99-23,דירה בבית קומות,5,שישית,114.60,"3,150,000",NaN
304,08.12.2021,NaN,3925-737-90,דירת גן,6,ראשונה,356,"4,165,000",NaN
305,08.12.2021,כצנלסון 29,3945-595-15,דירה בבית קומות,5,שישית,119,"2,650,000",NaN
306,07.12.2021,שער הגולן 37,5389-59-5,קוטג' דו משפחתי,7,מרתף ראשונה שניה+גג,188,"4,200,000",NaN
307,06.12.2021,התזמורת 56,5183-35-59,דירה בבית קומות,5,שניה,114.87,"2,655,000",NaN
308,05.12.2021,NaN,3629-324-192,דירה בבית קומות,6,שש עשרה,151,"4,000,000",NaN
309,05.12.2021,החלמונית 26,5036-79-35,דירה בבית קומות,5,ראשונה,122.86,"2,500,000",NaN
310,05.12.2021,NaN,4246-285-149,דירה בבית קומות,5,שישית,145,"3,245,000",NaN
311,05.12.2021,NaN,3629-321-134,דירה בבית קומות,6,שביעית,147,"3,245,000",NaN
312,05.12.2021,NaN,3629-323-86,דירה בבית קומות,5,עשרים ושבע,160,"4,769,000",NaN
313,05.12.2021,NaN,3925-739-132,דירה בבית קומות,5,קומה ‎17‏,150.60,"4,913,000",NaN
314,05.12.2021,הצופים 2,3939-441-36,דירת גג,5,תשיעית+עשירית,125.13,"1,692,500",NaN
315,02.12.2021,השומר 10,3930-429-21,דירה בבית קומות,5,שביעית,99.73,"2,080,000",126% ב 13.1 שנים
316,03.10.2008,השומר 10,3930-429-21,דירה בבית קומות,5,שביעית,99.73,"920,000",126% ב 13.1 שנים
317,02.12.2021,ראובן ובת שבע 5,3939-296-2,דירה בבית קומות,5,ראשונה,99.82,"1,800,000",31% ב 6.5 שנים
318,18.05.2015,ראובן ובת שבע 5,3939-296-2,דירה בבית קומות,5,ראשונה,99.82,"1,365,000",31% ב 6.5 שנים
319,02.12.2021,השקד 8,3926-109-7,דירה בבית קומות,5,רביעית,84,"2,395,000",NaN
320,01.12.2021,NaN,6286-328-14,דירה בבית קומות,5,שלישית,124,"2,860,000",NaN
321,30.11.2021,NaN,3629-321-140,דירה בבית קומות,5,שבע עשרה,139,"3,035,000",NaN
322,30.11.2021,שיבת ציון 12,3937-41-35,דירה בבית קומות,5,שישית,129.94,"2,400,000",NaN
323,30.11.2021,הרבי מלובביץ 20,5116-4-1,דירה בבית קומות,5,קרקע,117.28,"3,200,000",190% ב 16.7 שנים
324,22.02.2005,הרבי מלובביץ 20,5116-4-1,דירה בבית קומות,5,קרקע,117.28,"1,103,000",190% ב 16.7 שנים
325,30.11.2021,NaN,3925-737-91,דירה בבית קומות,5,עשירית,270,"4,835,000",NaN
326,29.11.2021,קאפח 13,5114-35-25,דירה בבית קומות,5,שביעית,116.90,"2,850,000",56% ב 9.6 שנים
327,05.03.2012,קאפח 13,5114-35-25,דירה בבית קומות,5,שביעית,116.90,"1,825,000",56% ב 9.6 שנים
328,21.01.2001,קאפח 13,5114-35-25,דירה בבית קומות,5,שביעית,116.90,"949,000",56% ב 9.6 שנים
329,29.11.2021,NaN,3936-215-26,דירה בבית קומות,5,שביעית,119,"2,808,000",NaN
330,29.11.2021,NaN,4246-201-7,דירת גן,5,שלישית,120,"3,500,000",NaN
331,29.11.2021,NaN,3629-324-191,דירה בבית קומות,6,ארבע עשרה,151,"3,900,000",NaN
332,28.11.2021,הכורמים 11,5039-24-87,דירה בבית קומות,5,חמישית,117,"2,420,000",NaN
333,28.11.2021,שרירא שמואל 17,6286-149-17,דירה בבית קומות,5,ראשונה,113,"2,150,000",41% ב 0.3 שנים
334,27.07.2021,שרירא שמואל 17,6286-149-17,דירה בבית קומות,5,ראשונה,113,"1,520,000",41% ב 0.3 שנים
335,20.05.2012,שרירא שמואל 17,6286-149-17,דירה בבית קומות,5,ראשונה,113,"900,000",41% ב 0.3 שנים
336,15.08.2000,שרירא שמואל 17,6286-149-17,דירה בבית קומות,5,ראשונה,113,"510,000",41% ב 0.3 שנים
337,28.11.2021,תל חי 8,3928-216-7,דירה בבית קומות,5,רביעית וחמישית,135.33,"2,600,000",NaN
338,28.11.2021,"הרשב""א 13",5115-25-46,דירה בבית קומות,5,ראשונה,108.43,"2,500,000",NaN
339,27.11.2021,ההתיישבות 51,6286-325-46,דירה בבית קומות,5,שניה,139.80,"2,900,000",79% ב 10.5 שנים
340,18.05.2011,ההתיישבות 51,6286-325-46,דירה בבית קומות,5,שניה,139.80,"1,615,000",79% ב 10.5 שנים
341,26.11.2021,הסמדר 8,5038-2-33,דירה בבית קומות,5,קרקע,110.50,"3,050,000",64% ב 8.5 שנים
342,05.05.2013,הסמדר 8,5038-2-33,דירה בבית קומות,5,קרקע,110.50,"1,850,000",64% ב 8.5 שנים
343,26.11.2021,NaN,5748-12-20,דירה בבית קומות,5,קומה ‎5‏,126,"3,320,000",34% ב 3.5 שנים
344,09.05.2018,NaN,5748-12-20,דירה בבית קומות,5,קומה ‎5‏,126,"2,460,000",34% ב 3.5 שנים
345,26.11.2021,טיומקין 18,3925-491-16,דירה בבית קומות,5,שלישית,111.70,"2,150,000",46% ב 7.7 שנים
346,18.02.2014,טיומקין 18,3925-491-16,דירה בבית קומות,5,שלישית,111.70,"1,470,000",46% ב 7.7 שנים
347,25.11.2021,חיל החימוש 24,2717-5-20,דירה בבית קומות,5,רביעית,152.66,"2,900,000",93% ב 9.5 שנים
348,24.04.2012,חיל החימוש 24,2717-5-20,דירה בבית קומות,5,רביעית,152.66,"1,500,000",93% ב 9.5 שנים
349,25.11.2021,NaN,3629-322-212,דירה בבית קומות,6,שבע עשרה,151,"4,115,000",NaN
350,25.11.2021,משמר הירדן 22,3939-139-2,דירה בבית קומות,5,ראשונה,110,"2,170,000",17% ב 5.3 שנים
351,05.07.2016,משמר הירדן 22,3939-139-2,דירה בבית קומות,5,ראשונה,110,"1,850,000",17% ב 5.3 שנים
352,04.02.2014,משמר הירדן 22,3939-139-2,דירה בבית קומות,5,ראשונה,110,"1,330,000",17% ב 5.3 שנים
353,25.11.2021,העצמאות 8,3628-177-2,קוטג' דו משפחתי,6,"מרתף, קרקע, ראשונה",215,"5,000,000",36% ב 5.5 שנים
354,16.05.2016,העצמאות 8,3628-177-2,קוטג' דו משפחתי,6,"מרתף, קרקע, ראשונה",215,"3,650,000",36% ב 5.5 שנים
355,25.11.2021,NaN,3925-747-126,דירה בבית קומות,6,שלישית,145,"3,460,000",NaN
356,25.11.2021,NaN,3925-747-129,דירה בבית קומות,5,רביעית,128,"3,200,000",NaN
357,25.11.2021,עזרה ובצרון 12,7282-213-1,קוטג' דו משפחתי,6,ראשונה,196,"3,130,000",NaN
358,24.11.2021,NaN,3629-324-189,דירה בבית קומות,6,שמונה עשרה,151,"2,115,000",NaN
359,24.11.2021,NaN,3629-324-190,דירה בבית קומות,5,NaN,200,"13,400,000",NaN
360,23.11.2021,פופל מרדכי 11,3939-309-15,דירה בבית קומות,5,רביעית,109.50,"1,900,000",7% ב 4 שנים
361,05.11.2017,פופל מרדכי 11,3939-309-15,דירה בבית קומות,5,רביעית,109.50,"1,765,000",7% ב 4 שנים
362,23.11.2021,מבצע חורב 9,5384-20-1,קוטג' דו משפחתי,6,קרקע + ראשונה,156.70,"4,350,000",147% ב 13.9 שנים
363,23.12.2007,מבצע חורב 9,5384-20-1,קוטג' דו משפחתי,6,קרקע + ראשונה,156.70,"1,761,000",147% ב 13.9 שנים
364,23.11.2021,המגילה 76,5029-60-4,קוטג' חד משפחתי,6,קרקע ראשונה שניה,158.50,"4,100,000",86% ב 7.5 שנים
365,20.05.2014,המגילה 76,5029-60-4,קוטג' חד משפחתי,6,קרקע ראשונה שניה,158.50,"2,200,000",86% ב 7.5 שנים
366,22.11.2021,ירושלים 19,3932-264-3,דירה בבית קומות,5,ראשונה,100.09,"2,100,000",25% ב 4.5 שנים
367,08.05.2017,ירושלים 19,3932-264-3,דירה בבית קומות,5,ראשונה,100.09,"1,680,000",25% ב 4.5 שנים
368,22.11.2021,NaN,3925-747-125,דירה בבית קומות,6,שבע עשרה,151,"765,000",NaN
369,21.11.2021, ,3928-433-1,דירה בבית קומות,5,חמישית,150,"3,800,000",NaN
370,19.11.2021,אלקבץ 13,5114-41-39,דירה בבית קומות,5,עשירית + אחת עשרה,149.02,"3,310,000",71% ב 11.2 שנים
371,17.08.2010,אלקבץ 13,5114-41-39,דירה בבית קומות,5,עשירית + אחת עשרה,149.02,"1,930,000",71% ב 11.2 שנים
372,03.05.2009,אלקבץ 13,5114-41-39,דירה בבית קומות,5,עשירית + אחת עשרה,149.02,"1,730,000",71% ב 11.2 שנים
373,18.11.2021,טביב 4,3938-244-4,קוטג' חד משפחתי,6,ראשונה,242,"3,650,000",NaN
374,18.11.2021,NaN,3946-329-76,דירה בבית קומות,5,שש עשרה,120,"3,255,000",NaN
375,18.11.2021,וולפסון 14,3926-1000-2,דירה בבית קומות,5,ראשונה,117.08,"2,060,000",NaN
