propery_type,rooms,floor,square_foot,price,day,month,year,lat,lng
1,5.0,6,139.0,1865000,3,2,2011,31.969375,34.824984
3,5.0,6,127.3,3100000,6,6,2021,31.963316,34.7722478
3,5.0,6,127.3,2480000,7,6,2015,31.963316,34.7722478
3,5.0,6,127.3,1285000,18,10,2002,31.963316,34.7722478
1,6.0,1,136.78,2330000,6,6,2021,31.969272,34.8009611
1,6.0,1,136.78,950000,6,8,2007,31.969272,34.8009611
1,5.0,1,126.96,2395000,31,5,2021,31.9594117,34.81085
1,5.0,1,126.96,1180000,19,3,2008,31.9594117,34.81085
1,5.0,3,96.0,1930000,31,5,2021,31.9767241,34.7785954
1,5.0,3,96.0,1555000,22,3,2011,31.9767241,34.7785954
1,5.0,3,99.17,2250000,26,5,2021,31.9671181,34.7958701
1,5.0,3,99.17,1000000,31,8,2009,31.9671181,34.7958701
1,6.0,4,119.0,2820000,25,5,2021,31.977161,34.776435
1,6.0,4,119.0,2025000,23,8,2015,31.977161,34.776435
1,5.0,10,121.9,2350000,24,5,2021,31.975772,34.770986
1,5.0,10,121.9,2035000,12,1,2014,31.975772,34.770986
1,5.0,10,121.9,1290000,5,3,2008,31.975772,34.770986
1,5.0,1,104.6,1845000,20,5,2021,31.9568843,34.8155223
1,5.0,1,104.6,1540000,10,5,2015,31.9568843,34.8155223
1,5.0,1,104.6,793000,13,9,2001,31.9568843,34.8155223
1,6.0,0,205.3,3750000,19,5,2021,31.9581376,34.8104286
1,6.0,0,205.3,2110000,22,2,2010,31.9581376,34.8104286
1,5.0,5,120.09,2010000,18,5,2021,31.9667507,34.7991312
1,5.0,5,120.09,904000,27,2,2006,31.9667507,34.7991312
1,5.0,8,109.92,2570000,12,5,2021,31.978532,34.772646
1,5.0,8,109.92,730000,17,8,1998,31.978532,34.772646
1,5.0,2,108.43,2240000,12,5,2021,31.9794639,34.776798
1,5.0,2,108.43,993000,20,1,2002,31.9794639,34.776798
2,7.0,1,219.6,4700000,12,5,2021,31.9677589,34.7685516
2,7.0,1,219.6,1814000,2,7,2007,31.9677589,34.7685516
1,5.0,1,125.25,2000000,11,5,2021,31.9598069,34.817935
1,5.0,1,125.25,701000,25,3,2004,31.9598069,34.817935
1,5.0,1,125.25,898000,9,7,2002,31.9598069,34.817935
1,5.0,3,100.24,2000000,11,5,2021,31.9639248,34.7979137
1,5.0,3,100.24,1810000,21,7,2020,31.9639248,34.7979137
1,5.0,3,100.24,1500000,30,3,2015,31.9639248,34.7979137
1,5.0,3,100.24,1110000,3,6,2009,31.9639248,34.7979137
1,5.0,3,100.24,846000,6,8,2007,31.9639248,34.7979137
1,5.0,5,121.0,2350000,9,5,2021,31.9817066,34.7811035
1,5.0,5,121.0,1548000,5,10,2011,31.9817066,34.7811035
1,5.0,5,121.0,1819210,16,8,2011,31.9817066,34.7811035
1,6.0,6,128.72,2850000,6,5,2021,31.9572449,34.8002754
1,6.0,6,128.72,1231000,16,5,2001,31.9572449,34.8002754
1,5.0,3,111.2,2000000,5,5,2021,31.9741432,34.7863532
1,5.0,3,111.2,1700000,14,1,2015,31.9741432,34.7863532
1,5.0,3,111.2,1120000,6,7,2004,31.9741432,34.7863532
1,5.0,3,111.2,908000,5,12,1999,31.9741432,34.7863532
2,6.0,0,174.28,4800000,5,5,2021,31.9810141,34.7766249
2,6.0,0,174.28,3250000,31,3,2014,31.9810141,34.7766249
1,5.0,10,126.4,2930000,5,5,2021,31.9724022,34.7784792
1,5.0,10,126.4,2140000,17,9,2014,31.9724022,34.7784792
1,5.0,0,192.42,2787000,3,5,2021,31.9912444,34.739257
1,5.0,0,192.42,1500000,13,8,2008,31.9912444,34.739257
1,5.0,7,106.0,2060000,2,5,2021,31.9573202,34.8032662
1,5.0,7,106.0,793000,23,1,2007,31.9573202,34.8032662
1,6.0,0,137.85,3450000,2,5,2021,31.9574999,34.8289468
1,6.0,0,137.85,1250000,23,12,2007,31.9574999,34.8289468
1,5.0,7,133.83,2830000,22,4,2021,31.9730015,34.7925013
1,5.0,7,133.83,2320000,9,6,2016,31.9730015,34.7925013
2,5.0,1,183.5,3400000,21,4,2021,31.9961987,34.7384282
2,5.0,1,183.5,1428000,30,4,2007,31.9961987,34.7384282
1,5.0,4,112.93,2450000,20,4,2021,31.977809,34.7754913
1,5.0,4,112.93,1168000,31,3,2004,31.977809,34.7754913
1,5.0,1,109.97,2170000,20,4,2021,31.968951,34.8156346
1,5.0,1,109.97,1400000,3,9,2009,31.968951,34.8156346
1,5.0,3,136.85,3350000,19,4,2021,31.9969352,34.7372329
1,5.0,3,136.85,2410000,10,3,2013,31.9969352,34.7372329
1,5.0,3,136.85,1705000,30,1,2013,31.9969352,34.7372329
1,5.0,4,96.6,2390000,18,4,2021,31.9766175,34.7799059
1,5.0,4,96.6,730000,27,6,1999,31.9766175,34.7799059
1,5.0,1,135.8,2430000,18,4,2021,31.9698463,34.8247662
1,5.0,1,135.8,1540000,30,4,2012,31.9698463,34.8247662
1,5.0,4,129.8,2400000,13,4,2021,31.9568843,34.8155223
1,5.0,4,129.8,1750000,6,5,2012,31.9568843,34.8155223
3,6.0,4,125.3,2400000,12,4,2021,31.9611473,34.8149036
3,6.0,4,125.3,1700000,28,5,2014,31.9611473,34.8149036
1,5.0,8,133.83,2820000,7,4,2021,31.9730015,34.7925013
1,5.0,8,133.83,2215000,28,7,2015,31.9730015,34.7925013
1,5.0,5,110.95,2030000,5,4,2021,31.9701136,34.8009244
1,5.0,5,110.95,843000,12,9,2006,31.9701136,34.8009244
1,5.0,5,132.12,2230000,30,3,2021,31.9602257,34.8128036
1,5.0,5,132.12,883000,30,3,2000,31.9602257,34.8128036
1,5.0,4,139.2,2770000,29,3,2021,31.9704322,34.8237419
1,5.0,4,139.2,1630000,23,6,2011,31.9704322,34.8237419
1,5.0,0,145.75,3000000,29,3,2021,31.9634675,34.7713085
2,6.0,0,175.0,3750000,25,3,2021,31.981362,34.777096
2,6.0,0,175.0,2580000,24,1,2013,31.981362,34.777096
1,5.0,3,125.1,2565000,24,3,2021,31.9728193,34.7758486
1,5.0,3,125.1,999000,30,5,2002,31.9728193,34.7758486
1,5.0,3,125.1,963000,31,3,2002,31.9728193,34.7758486
1,5.0,2,135.0,2680000,24,3,2021,31.9594362,34.7931307
1,5.0,2,135.0,1950000,16,9,2016,31.9594362,34.7931307
1,5.0,2,135.0,1650000,23,3,2010,31.9594362,34.7931307
1,6.0,3,134.0,3200000,24,3,2021,31.961612,34.7768365
1,6.0,3,134.0,1994000,27,4,2012,31.961612,34.7768365
1,6.0,3,134.0,1920000,7,3,2011,31.961612,34.7768365
1,5.0,10,113.3,1225000,24,3,2021,31.976856,34.775223
1,5.0,10,113.3,1318000,13,7,2014,31.976856,34.775223
1,6.0,2,140.0,2770000,22,3,2021,31.9678509,34.8153634
1,6.0,2,140.0,1700000,11,12,2010,31.9678509,34.8153634
1,6.0,2,140.0,1660000,9,4,2010,31.9678509,34.8153634
1,5.0,3,98.5,2100000,21,3,2021,31.9606696,34.8130852
1,5.0,3,98.5,804000,23,7,2000,31.9606696,34.8130852
2,7.0,0,470.6,5600000,21,3,2021,31.9802315,34.8012219
2,7.0,0,470.6,4350000,28,3,2016,31.9802315,34.8012219
3,6.0,8,143.64,2800000,18,3,2021,31.9590951,34.7882306
3,6.0,8,143.64,1650000,25,12,2007,31.9590951,34.7882306
3,6.0,8,143.64,1250000,11,12,1998,31.9590951,34.7882306
1,5.0,5,139.2,2920000,17,3,2021,31.9704322,34.8237419
1,5.0,5,139.2,1650000,27,10,2010,31.9704322,34.8237419
1,5.0,1,102.34,1940000,17,3,2021,31.9620918,34.7740392
1,5.0,1,102.34,1530000,5,11,2014,31.9620918,34.7740392
1,6.0,1,111.25,2180000,15,3,2021,31.9571175,34.7998308
1,6.0,1,111.25,1950000,10,12,2018,31.9571175,34.7998308
1,6.0,1,111.25,1300000,24,11,2011,31.9571175,34.7998308
1,5.0,10,118.3,3950000,15,3,2021,31.9978943,34.7394943
1,5.0,10,118.3,2672000,17,8,2016,31.9978943,34.7394943
1,5.0,3,112.0,3000000,11,3,2021,31.9741803,34.7713122
1,5.0,3,112.0,2220000,26,5,2016,31.9741803,34.7713122
1,5.0,3,112.0,1081000,2,8,1999,31.9741803,34.7713122
1,5.0,1,99.47,1400000,14,1,2016,31.9714265,34.8156551
1,5.0,1,99.47,754000,13,3,2000,31.9714265,34.8156551
1,5.0,1,128.9,2035000,11,3,2021,31.9594181,34.8163927
1,5.0,1,128.9,1900000,8,9,2016,31.9594181,34.8163927
1,5.0,3,133.83,2850000,10,3,2021,31.9730015,34.7925013
1,5.0,3,133.83,2150000,5,8,2015,31.9730015,34.7925013
1,5.0,6,109.36,2050000,9,3,2021,31.9965905,34.7406731
1,5.0,6,109.36,711000,28,2,2001,31.9965905,34.7406731
3,5.0,1,169.0,2700000,7,3,2021,31.9684128,34.7987177
3,5.0,1,169.0,2100000,30,7,2015,31.9684128,34.7987177
1,5.0,7,116.88,2190000,4,3,2021,31.9702474,34.7817596
1,5.0,7,116.88,1530000,10,9,2012,31.9702474,34.7817596
1,5.0,7,116.88,909000,15,5,2000,31.9702474,34.7817596
1,5.0,1,126.1,2490000,3,3,2021,31.9701043,34.7783734
1,5.0,1,126.1,1924000,1,6,2011,31.9701043,34.7783734
1,5.0,10,120.4,2850000,3,3,2021,31.977966,34.7734914
1,5.0,10,120.4,1785000,4,3,2015,31.977966,34.7734914
2,6.0,0,176.15,2300000,3,3,2021,31.9651693,34.8176107
2,6.0,0,176.15,2500000,17,9,2019,31.9651693,34.8176107
1,5.0,2,132.57,2320000,2,3,2021,31.9974217,34.7406575
1,5.0,2,132.57,1900000,11,10,2012,31.9974217,34.7406575
1,5.0,2,132.57,814000,3,7,2001,31.9974217,34.7406575
1,5.0,3,105.91,2165000,2,3,2021,31.9571175,34.7998308
1,5.0,3,105.91,1730000,16,12,2014,31.9571175,34.7998308
1,5.0,3,105.91,1360000,8,7,2010,31.9571175,34.7998308
1,5.0,6,114.53,2085000,1,3,2021,31.9973323,34.7402119
1,5.0,6,114.53,642000,28,3,2000,31.9973323,34.7402119
1,5.0,16,123.31,2950000,28,2,2021,31.9733545,34.7876938
1,5.0,16,123.31,2565000,22,12,2015,31.9733545,34.7876938
1,5.0,16,123.31,2020000,5,11,2009,31.9733545,34.7876938
2,5.0,7,155.3,3850000,28,2,2021,31.9696247,34.8242656
2,5.0,7,155.3,2543000,9,1,2013,31.9696247,34.8242656
1,5.0,0,132.4,3350000,28,2,2021,31.9622779,34.780483
1,5.0,0,132.4,2575000,19,3,2019,31.9622779,34.780483
1,5.0,8,111.49,2475000,25,2,2021,31.9661241,34.7814322
1,5.0,8,111.49,2300000,4,6,2019,31.9661241,34.7814322
1,5.0,8,111.49,984000,19,10,2001,31.9661241,34.7814322
1,6.0,6,152.6,3070000,25,2,2021,31.9640021,34.7760828
1,6.0,6,152.6,2192000,16,7,2012,31.9640021,34.7760828
1,5.0,1,112.98,2300000,24,2,2021,31.9584668,34.8052931
1,5.0,1,112.98,1835000,24,3,2015,31.9584668,34.8052931
1,5.0,15,114.45,2800000,23,2,2021,31.9976865,34.7426943
1,5.0,15,114.45,2260000,10,6,2014,31.9976865,34.7426943
1,5.0,15,114.45,1323000,16,1,2008,31.9976865,34.7426943
1,5.0,5,120.14,2200000,23,2,2021,31.9654992,34.8123852
1,5.0,5,120.14,1210000,7,9,2009,31.9654992,34.8123852
1,5.0,2,111.0,2030000,22,2,2021,31.9617245,34.8089636
1,5.0,2,111.0,821000,28,8,2002,31.9617245,34.8089636
1,5.0,2,111.0,777000,9,7,2000,31.9617245,34.8089636
1,5.0,6,140.5,2680000,22,2,2021,31.9678764,34.8229523
1,5.0,6,140.5,1654000,21,3,2011,31.9678764,34.8229523
1,5.0,12,111.0,3025000,18,2,2021,31.9694856,34.767574
1,5.0,6,114.28,2550000,18,2,2021,31.9726461,34.814149
1,5.0,6,114.28,2500000,29,1,2019,31.9726461,34.814149
1,5.0,6,114.28,1295000,20,3,2008,31.9726461,34.814149
1,5.0,9,182.09,2800000,17,2,2021,31.9600797,34.8147527
1,5.0,9,182.09,868000,3,8,1998,31.9600797,34.8147527
1,5.0,7,127.1,2480000,17,2,2021,31.9580055,34.8164181
1,5.0,7,127.1,1018000,23,5,2004,31.9580055,34.8164181
1,5.0,4,105.0,1830000,17,2,2021,31.9872876,34.7890747
1,5.0,4,105.0,1025000,26,11,2015,31.9872876,34.7890747
1,5.0,5,121.71,2460000,16,2,2021,31.9745915,34.7738313
1,5.0,5,121.71,1120000,20,3,2007,31.9745915,34.7738313
1,5.0,5,121.71,1233000,12,2,2002,31.9745915,34.7738313
1,5.0,3,125.2,1965000,15,2,2021,31.9598877,34.8162638
1,5.0,3,125.2,905000,13,1,2005,31.9598877,34.8162638
1,5.0,2,122.2,2585000,14,2,2021,31.9679101,34.8157199
1,5.0,2,122.2,1836000,26,4,2015,31.9679101,34.8157199
1,5.0,0,175.0,1470000,24,7,2003,31.9821845,34.7774063
1,5.0,4,127.15,2490000,11,2,2021,31.9724022,34.7784792
1,5.0,4,127.15,1800000,19,3,2019,31.9724022,34.7784792
1,5.0,4,127.15,1736000,18,5,2017,31.9724022,34.7784792
1,5.0,4,127.15,996000,19,5,1999,31.9724022,34.7784792
1,5.0,10,131.2,2670000,11,2,2021,31.9649725,34.790739
1,5.0,10,131.2,1235000,15,4,2008,31.9649725,34.790739
1,5.0,10,131.2,1194000,13,2,2006,31.9649725,34.790739
1,5.0,15,123.21,2860000,11,2,2021,31.9805375,34.7848116
1,5.0,15,123.21,1920000,18,8,2009,31.9805375,34.7848116
1,5.0,3,112.0,2300000,9,2,2021,31.973991,34.7714456
1,5.0,3,112.0,1395000,12,1,2003,31.973991,34.7714456
1,5.0,4,105.15,2500000,9,2,2021,31.9634675,34.7713085
1,5.0,4,105.15,1585000,9,12,2012,31.9634675,34.7713085
1,5.0,4,105.15,1047000,12,5,2004,31.9634675,34.7713085
2,7.0,0,183.08,2700000,9,2,2021,31.9493788,34.8097396
2,7.0,0,183.08,1344000,6,7,2009,31.9493788,34.8097396
1,5.0,1,138.54,2980000,4,2,2021,31.9733759,34.793428
1,5.0,1,138.54,1230000,18,12,2007,31.9733759,34.793428
1,5.0,9,217.3,2270000,3,2,2021,31.9687341,34.8103321
1,5.0,9,217.3,1530000,3,2,2011,31.9687341,34.8103321
1,5.0,9,217.3,865000,7,11,1999,31.9687341,34.8103321
1,5.0,4,120.0,2800000,1,2,2021,31.9827526,34.8038268
1,5.0,4,120.0,1717777,1,3,2010,31.9827526,34.8038268
1,5.0,1,122.0,2290000,28,1,2021,31.98204,34.781404
1,5.0,1,122.0,1365000,24,3,2010,31.98204,34.781404
1,5.0,1,122.0,1845000,12,10,2009,31.98204,34.781404
2,8.0,1,189.0,3000000,27,1,2021,31.9681377,34.79877
2,8.0,1,189.0,1480000,1,12,2013,31.9681377,34.79877
2,8.0,1,189.0,949000,7,6,1998,31.9681377,34.79877
1,5.0,2,115.45,1870000,26,1,2021,31.9653238,34.8153273
1,5.0,2,115.45,729000,21,5,2007,31.9653238,34.8153273
4,5.0,0,133.73,3125000,25,1,2021,31.969919,34.822978
4,5.0,0,133.73,2250000,8,12,2016,31.969919,34.822978
4,5.0,0,133.73,1830000,28,10,2012,31.969919,34.822978
2,5.0,0,126.29,3050000,24,1,2021,31.9503767,34.8098801
2,5.0,0,126.29,2060000,30,4,2012,31.9503767,34.8098801
1,5.0,2,118.54,2280000,24,1,2021,31.9619626,34.7924715
1,5.0,2,118.54,1650000,25,4,2013,31.9619626,34.7924715
1,6.0,5,95.0,3200000,24,1,2021,31.9595139,34.7963207
1,6.0,5,95.0,1450000,23,12,2014,31.9595139,34.7963207
1,6.0,5,95.0,1400000,1,12,2014,31.9595139,34.7963207
1,6.0,5,95.0,2370000,18,11,2014,31.9595139,34.7963207
1,6.0,5,95.0,1480000,21,8,2014,31.9595139,34.7963207
1,6.0,5,95.0,1480000,20,8,2014,31.9595139,34.7963207
1,6.0,5,95.0,2275000,15,7,2014,31.9595139,34.7963207
1,5.0,3,118.15,2180000,17,1,2021,31.9667386,34.8082943
1,5.0,3,118.15,1205000,18,2,2009,31.9667386,34.8082943
1,5.0,5,142.2,2935000,15,1,2021,31.9688226,34.7812103
1,5.0,5,142.2,1911000,24,5,2012,31.9688226,34.7812103
1,5.0,8,117.0,2840000,14,1,2021,31.9824513,34.8067275
1,5.0,8,117.0,1795000,30,9,2013,31.9824513,34.8067275
1,5.0,12,111.0,3000000,13,1,2021,31.9694856,34.767574
1,5.0,12,111.0,2250000,3,9,2012,31.9694856,34.767574
1,5.0,12,111.0,1245000,15,5,2002,31.9694856,34.767574
1,5.0,1,141.3,2690000,12,1,2021,31.97157,34.7793892
1,5.0,1,141.3,1840000,10,3,2010,31.97157,34.7793892
1,5.0,7,132.4,3550000,10,1,2021,31.972618,34.7736614
1,5.0,7,132.4,3000000,29,10,2017,31.972618,34.7736614
1,5.0,1,120.0,2440000,5,1,2021,31.9827526,34.8038268
1,5.0,1,120.0,1530000,21,7,2010,31.9827526,34.8038268
1,5.0,1,120.0,1700000,21,2,2010,31.9827526,34.8038268
1,5.0,6,139.8,2820000,5,1,2021,31.9704322,34.8237419
1,5.0,6,139.8,1636000,29,11,2010,31.9704322,34.8237419
1,6.0,0,182.0,3350000,5,1,2021,31.9957441,34.7507542
1,6.0,0,182.0,2500000,15,9,2011,31.9957441,34.7507542
1,5.0,8,122.9,2100000,5,1,2021,31.9580055,34.8164181
1,5.0,8,122.9,1580000,12,6,2014,31.9580055,34.8164181
1,5.0,2,125.05,2790000,3,1,2021,31.9595863,34.808923
1,5.0,2,125.05,2173000,18,4,2016,31.9595863,34.808923
1,5.0,2,125.05,1650000,18,1,2011,31.9595863,34.808923
1,5.0,3,130.2,2565000,3,1,2021,31.9698463,34.8247662
1,5.0,3,130.2,1575000,30,4,2012,31.9698463,34.8247662
3,5.0,8,126.7,3050000,31,12,2020,31.9750465,34.7870212
3,5.0,8,126.7,2351000,3,2,2014,31.9750465,34.7870212
1,5.0,5,109.98,2370000,29,12,2020,31.978532,34.772646
1,5.0,5,109.98,1875000,6,1,2015,31.978532,34.772646
1,5.0,5,109.98,743000,4,8,1998,31.978532,34.772646
1,5.0,4,97.0,2530000,27,12,2020,31.982584,34.80695
1,5.0,4,97.0,1700000,28,11,2012,31.982584,34.80695
1,5.0,4,97.0,1500000,9,3,2011,31.982584,34.80695
1,5.0,7,125.25,2030000,24,12,2020,31.9595101,34.8175798
1,5.0,7,125.25,960000,31,1,2002,31.9595101,34.8175798
1,5.0,0,165.1,3330000,21,12,2020,31.952535,34.8078635
1,5.0,0,165.1,1390000,24,3,2002,31.952535,34.8078635
1,5.0,4,125.3,2580000,15,12,2020,31.9696247,34.8242656
1,5.0,4,125.3,1810000,19,12,2013,31.9696247,34.8242656
1,5.0,3,172.0,2610000,14,12,2020,31.9696247,34.8242656
1,5.0,3,172.0,1685000,10,10,2012,31.9696247,34.8242656
1,5.0,3,172.0,2500000,2,10,2012,31.9696247,34.8242656
1,7.0,0,154.4,3400000,14,12,2020,31.9566825,34.8261035
1,7.0,0,154.4,2565000,30,6,2016,31.9566825,34.8261035
1,6.0,6,123.25,2830000,10,12,2020,31.9827526,34.8038268
1,6.0,6,123.25,2278000,5,4,2012,31.9827526,34.8038268
1,5.0,5,111.61,2340000,9,12,2020,31.9701748,34.8233926
1,5.0,5,111.61,1420000,28,4,2010,31.9701748,34.8233926
1,6.0,0,160.0,3150000,9,12,2020,31.9586043,34.8037118
1,6.0,0,160.0,2640000,9,4,2017,31.9586043,34.8037118
1,6.0,0,160.0,1629000,24,12,2014,31.9586043,34.8037118
1,5.0,3,102.3,1850000,9,12,2020,31.9724022,34.7784792
1,5.0,3,102.3,1700000,15,11,2015,31.9724022,34.7784792
1,8.0,0,175.0,3650000,7,12,2020,31.9819016,34.7779187
1,8.0,0,175.0,2460000,23,6,2010,31.9819016,34.7779187
1,6.0,4,117.86,2050000,7,12,2020,31.967172,34.7956976
1,6.0,4,117.86,2005000,25,1,2018,31.967172,34.7956976
1,6.0,4,117.86,1765000,18,2,2016,31.967172,34.7956976
1,5.0,24,139.53,3200000,6,12,2020,31.9733545,34.7876938
1,6.0,0,224.5,3625000,3,12,2020,31.9730015,34.7925013
1,6.0,0,224.5,2900000,10,11,2016,31.9730015,34.7925013
1,5.0,1,113.0,1800000,26,11,2020,31.9865751,34.7897434
2,5.0,0,219.5,3005000,4,6,2015,31.9730015,34.7925013
1,6.0,0,220.0,3950000,19,11,2020,31.997741,34.746001
1,6.0,0,220.0,2810000,29,5,2016,31.997741,34.746001
1,6.0,0,220.0,2268000,11,11,2010,31.997741,34.746001
1,5.0,2,112.44,1570000,17,11,2020,31.9695799,34.8159584
1,5.0,2,112.44,625000,18,4,2001,31.9695799,34.8159584
2,6.0,0,173.0,3150000,17,11,2020,31.9535415,34.8084127
2,6.0,0,173.0,1512000,8,2,2007,31.9535415,34.8084127
1,5.0,13,131.0,1774080,11,4,2002,31.9705277,34.7639775
1,5.0,5,124.85,2535000,16,11,2020,31.957961,34.7975121
1,5.0,5,124.85,1650000,5,12,2013,31.957961,34.7975121
1,5.0,8,124.0,2370000,15,11,2020,31.9731883,34.7866434
1,5.0,8,124.0,900000,3,6,2007,31.9731883,34.7866434
1,5.0,0,173.8,2700000,12,11,2020,31.996729,34.7413025
1,5.0,0,173.8,2000000,20,5,2012,31.996729,34.7413025
1,5.0,2,101.15,2200000,12,11,2020,31.9610787,34.7947021
1,5.0,2,101.15,1620000,11,7,2016,31.9610787,34.7947021
1,5.0,2,121.4,2567000,11,11,2020,31.9980184,34.7383201
1,5.0,2,121.4,1750000,7,5,2013,31.9980184,34.7383201
2,5.0,0,218.4,3450000,31,5,2018,31.9792393,34.7631024
1,5.0,8,119.14,1900000,10,11,2020,31.9730015,34.7925013
1,5.0,8,119.14,1920000,13,7,2020,31.9730015,34.7925013
1,5.0,8,119.14,1900000,19,1,2017,31.9730015,34.7925013
1,5.0,8,119.14,1170000,3,9,2009,31.9730015,34.7925013
1,5.0,2,129.0,2490000,5,11,2020,31.9594387,34.7921249
1,5.0,2,129.0,1034000,6,12,2000,31.9594387,34.7921249
1,5.0,6,122.63,2850000,5,11,2020,31.9809404,34.803755
1,5.0,6,122.63,2440000,21,12,2014,31.9809404,34.803755
1,5.0,6,122.63,1663000,15,11,2009,31.9809404,34.803755
1,7.0,0,312.73,5300000,4,11,2020,31.9727697,34.7624265
1,7.0,0,312.73,5199000,28,8,2014,31.9727697,34.7624265
1,7.0,0,312.73,2500000,25,2,2008,31.9727697,34.7624265
1,5.0,0,104.0,3190000,3,11,2020,31.974738,34.769843
1,5.0,0,104.0,2875000,2,8,2020,31.974738,34.769843
1,5.0,0,104.0,1400000,24,2,2010,31.974738,34.769843
1,5.0,0,104.0,1400000,3,4,2008,31.974738,34.769843
1,5.0,3,118.0,1925000,28,10,2020,31.9741294,34.7840879
1,5.0,3,118.0,840000,27,1,2002,31.9741294,34.7840879
1,5.0,4,90.0,2550000,26,10,2020,31.982584,34.80695
1,5.0,4,90.0,1760000,2,5,2012,31.982584,34.80695
1,5.0,4,90.0,1450000,11,1,2012,31.982584,34.80695
2,6.0,0,138.3,2950000,21,10,2020,31.9577125,34.8274492
2,6.0,0,138.3,2300000,5,8,2013,31.9577125,34.8274492
1,5.0,9,115.53,2780000,19,10,2020,31.9731322,34.8134696
1,5.0,9,115.53,1810000,5,3,2010,31.9731322,34.8134696
1,5.0,9,115.53,906000,28,9,2000,31.9731322,34.8134696
1,5.0,0,154.9,2800000,18,10,2020,31.967703,34.7741919
1,5.0,0,154.9,2695000,20,12,2016,31.967703,34.7741919
1,5.0,2,166.62,3140000,14,10,2020,31.9474958,34.8109816
1,5.0,2,166.62,3080000,31,10,2019,31.9474958,34.8109816
2,5.0,0,164.08,3050000,7,10,2020,31.958684,34.7906549
1,6.0,11,122.0,3620000,1,10,2020,31.9704546,34.778179
1,6.0,11,122.0,2500000,14,12,2016,31.9704546,34.778179
1,6.0,11,122.0,3050000,16,6,2015,31.9704546,34.778179
6,7.0,0,188.0,3270000,21,9,2020,31.9609488,34.7767975
6,7.0,0,188.0,1365000,7,1,2000,31.9609488,34.7767975
2,6.0,0,232.56,5650000,17,9,2020,31.9808125,34.7698065
2,6.0,0,232.56,4400000,1,7,2012,31.9808125,34.7698065
2,6.0,0,232.56,1386000,19,6,2000,31.9808125,34.7698065
1,5.0,3,108.64,2240000,16,9,2020,31.9779771,34.772823
1,5.0,3,108.64,1054000,21,7,2004,31.9779771,34.772823
1,5.0,4,110.0,2000000,16,9,2020,31.9708526,34.7804008
1,5.0,4,110.0,1010000,10,4,2008,31.9708526,34.7804008
1,7.0,0,209.17,3830000,16,9,2020,31.9530867,34.8083134
1,7.0,0,209.17,2290000,28,7,2010,31.9530867,34.8083134
1,5.0,19,130.6,3800000,15,9,2020,31.973981,34.7879917
1,5.0,19,130.6,3450000,18,9,2017,31.973981,34.7879917
3,5.0,17,136.05,3300000,15,9,2020,31.9797285,34.7843716
3,5.0,17,136.05,2200000,17,2,2014,31.9797285,34.7843716
1,5.0,3,116.09,2700000,10,9,2020,31.971498,34.7738095
1,5.0,3,116.09,1920000,31,3,2014,31.971498,34.7738095
1,5.0,3,116.09,1300000,24,2,2009,31.971498,34.7738095
1,5.0,3,116.09,950000,12,10,2001,31.971498,34.7738095
1,5.0,3,116.09,919000,10,10,2000,31.971498,34.7738095
1,5.5,3,105.94,2025000,7,9,2020,31.961368,34.7954575
1,5.5,3,105.94,1680000,1,2,2017,31.961368,34.7954575
1,5.0,3,97.0,2100000,6,9,2020,31.9610114,34.7956976
1,5.0,3,97.0,1410000,9,2,2013,31.9610114,34.7956976
1,5.0,3,113.95,2590000,5,9,2020,31.98204,34.781404
1,5.0,3,113.95,1620000,14,3,2010,31.98204,34.781404
1,5.0,1,99.6,1400000,3,9,2020,31.9663684,34.8199853
1,5.0,1,99.6,1190000,2,8,2013,31.9663684,34.8199853
1,5.0,1,99.6,975000,6,5,2010,31.9663684,34.8199853
1,5.0,2,117.45,3040000,1,9,2020,31.9704546,34.778179
1,5.0,2,117.45,2440000,6,6,2016,31.9704546,34.778179
1,5.0,15,136.0,3400000,30,8,2020,31.9965648,34.7357053
1,5.0,17,122.0,2400000,18,1,2016,31.9704546,34.778179
1,6.0,8,150.36,1850000,25,8,2020,31.9599354,34.8128696
1,6.0,8,150.36,2350000,29,12,2013,31.9599354,34.8128696
1,5.0,4,125.53,1680000,24,8,2020,31.9623559,34.8066554
1,5.0,4,125.53,1690000,21,9,2016,31.9623559,34.8066554
1,5.0,4,125.53,613000,6,8,1999,31.9623559,34.8066554
1,5.0,1,117.07,2380000,23,8,2020,31.9643006,34.7716776
1,5.0,1,117.07,1710000,10,8,2015,31.9643006,34.7716776
1,5.0,1,117.07,792000,7,4,1998,31.9643006,34.7716776
2,5.0,0,226.6,3350000,20,8,2020,31.9534323,34.8030521
2,5.0,0,226.6,1540000,29,6,2003,31.9534323,34.8030521
1,5.0,8,112.0,3300000,13,8,2020,31.9837095,34.8047554
1,5.0,8,112.0,1370000,22,6,2009,31.9837095,34.8047554
1,5.0,3,102.0,2525000,13,8,2020,31.9721326,34.773127
1,5.0,3,102.0,2000000,31,3,2015,31.9721326,34.773127
1,5.0,5,105.85,2135000,10,8,2020,31.9661039,34.8039752
1,5.0,5,105.85,1500000,24,8,2015,31.9661039,34.8039752
1,5.0,5,105.85,980000,26,5,2008,31.9661039,34.8039752
3,5.0,4,101.4,2600000,10,8,2020,31.9650373,34.7934999
3,5.0,4,101.4,1900000,11,2,2010,31.9650373,34.7934999
